Month	Year	Fractional Date	Excel Date	CPI-Price	SPX-TR-Price	10Y BM-Price	Cash-Price	Non-US Stocks (NEW)-Price	Gold-Price	CAPE	SPX-TR	10Y BM	Cash	Non-US Stocks (NEW)	Custum Series (NEW)	Gold
11	1989	1,989.83	12/31/1989	125.900	2,026,251.45	14,711.95	17,460.78	4,505,858.31	406.80	17.5358	1.63%	0.79%	0.24%	4.50%	0.00%	7.75%
12	1989	1,989.92	1/31/1990	126.300	2,111,843.68	14,720.66	17,572.68	4,671,370.64	401.00	18.2117	3.89%	-0.26%	0.32%	3.34%	0.00%	-1.74%
1	1990	1,990.00	2/28/1990	127.500	1,935,611.52	14,341.48	17,684.41	4,492,085.54	417.55	16.5027	-9.21%	-3.49%	-0.31%	-4.74%	0.00%	3.15%
2	1990	1,990.08	3/31/1990	128.000	1,960,543.79	14,365.64	17,797.00	4,188,611.18	409.10	16.5800	0.89%	-0.22%	0.24%	-7.12%	0.00%	-2.41%
3	1990	1,990.17	4/30/1990	128.600	2,005,541.10	14,333.83	17,911.79	3,772,633.11	372.20	16.8457	1.82%	-0.69%	0.18%	-10.35%	0.00%	-9.44%
4	1990	1,990.25	5/31/1990	128.900	1,962,288.34	14,070.61	18,029.71	3,730,971.65	371.55	16.4470	-2.38%	-2.06%	0.42%	-1.33%	0.00%	-0.41%
5	1990	1,990.33	6/30/1990	129.100	2,153,619.86	14,594.17	18,146.45	4,149,678.24	363.70	17.9376	9.58%	3.56%	0.49%	11.05%	0.00%	-2.26%
6	1990	1,990.42	7/31/1990	129.900	2,148,216.69	14,865.63	18,263.50	4,113,864.29	352.40	17.7751	-0.87%	1.23%	0.03%	-1.47%	0.00%	-3.70%
7	1990	1,990.50	8/31/1990	130.500	2,132,231.38	15,039.98	18,381.14	4,174,599.39	371.10	17.5559	-1.20%	0.71%	0.18%	1.01%	0.00%	4.82%
8	1990	1,990.58	9/30/1990	131.600	1,939,499.84	14,651.17	18,497.86	3,780,369.06	388.10	15.7680	-9.80%	-3.40%	-0.21%	-10.20%	0.00%	3.71%
9	1990	1,990.67	10/31/1990	132.500	1,899,320.55	14,798.33	18,612.71	3,271,031.92	406.10	15.2785	-2.74%	0.32%	-0.06%	-14.06%	0.00%	3.93%
10	1990	1,990.75	11/30/1990	133.400	1,837,255.11	15,075.54	18,726.86	3,750,731.56	379.25	14.6676	-3.92%	1.19%	-0.07%	13.89%	0.00%	-7.24%
11	1990	1,990.83	12/31/1990	133.700	1,956,015.63	15,583.08	18,838.76	3,543,543.57	384.80	15.5214	6.23%	3.13%	0.37%	-5.74%	0.00%	1.24%
12	1990	1,990.92	1/31/1991	134.200	2,010,501.30	15,880.39	18,949.59	3,605,670.15	391.00	15.9172	2.40%	1.53%	0.21%	1.37%	0.00%	1.23%
1	1991	1,991.00	2/28/1991	134.700	2,098,062.30	16,041.00	19,056.03	3,716,945.66	369.60	16.4903	3.97%	0.64%	0.19%	2.70%	0.00%	-5.82%
2	1991	1,991.08	3/31/1991	134.800	2,248,104.36	16,159.18	19,154.80	4,109,287.56	363.00	17.5851	7.07%	0.66%	0.44%	10.47%	0.00%	-1.86%
3	1991	1,991.17	4/30/1991	134.800	2,279,085.13	16,234.47	19,249.62	3,872,869.10	354.00	17.7717	1.38%	0.47%	0.50%	-5.75%	0.00%	-2.48%
4	1991	1,991.25	5/31/1991	135.100	2,307,993.22	16,376.30	19,344.42	3,912,436.25	353.45	17.9483	1.04%	0.65%	0.27%	0.80%	0.00%	-0.38%
5	1991	1,991.33	6/30/1991	135.600	2,407,558.24	16,441.58	19,435.50	3,960,543.95	361.55	18.6004	3.93%	0.03%	0.10%	0.86%	0.00%	1.91%
6	1991	1,991.42	7/31/1991	136.000	2,339,187.27	16,353.85	19,523.93	3,680,613.46	366.90	17.9976	-3.13%	-0.83%	0.16%	-7.34%	0.00%	1.18%
7	1991	1,991.50	8/31/1991	136.200	2,404,337.11	16,510.21	19,614.55	3,856,171.39	363.60	18.4644	2.63%	0.81%	0.32%	4.62%	0.00%	-1.04%
8	1991	1,991.58	9/30/1991	136.600	2,441,218.71	17,052.40	19,705.76	3,782,532.00	347.00	18.6430	1.24%	2.98%	0.17%	-2.20%	0.00%	-4.84%
9	1991	1,991.67	10/31/1991	137.000	2,420,109.14	17,574.58	19,793.29	3,983,077.34	350.50	18.3886	-1.15%	2.76%	0.15%	4.99%	0.00%	0.71%
10	1991	1,991.75	11/30/1991	137.200	2,452,648.51	17,683.98	19,879.39	4,046,309.06	357.40	18.6134	1.20%	0.48%	0.29%	1.44%	0.00%	1.82%
11	1991	1,991.83	12/31/1991	137.800	2,393,547.16	17,903.18	19,962.05	3,863,576.03	366.85	18.0747	-2.83%	0.80%	-0.02%	-4.93%	0.00%	2.20%
12	1991	1,991.92	1/31/1992	138.200	2,623,018.11	18,858.73	20,037.91	4,054,106.53	353.40	19.7983	9.27%	5.03%	0.09%	4.63%	0.00%	-3.95%
1	1992	1,992.00	2/29/1992	138.300	2,574,137.96	18,200.49	20,105.87	3,975,450.25	354.15	19.4262	-1.93%	-3.56%	0.27%	-2.01%	0.00%	0.14%
2	1992	1,992.08	3/31/1992	138.600	2,607,475.78	18,362.58	20,169.54	3,838,361.44	353.05	19.5896	1.08%	0.67%	0.10%	-3.66%	0.00%	-0.53%
3	1992	1,992.17	4/30/1992	139.100	2,556,763.57	18,129.55	20,234.08	3,588,413.95	341.50	19.1098	-2.30%	-1.62%	-0.04%	-6.85%	0.00%	-3.62%
4	1992	1,992.25	5/31/1992	139.400	2,631,833.82	18,155.00	20,302.20	3,602,707.35	336.25	19.6584	2.71%	-0.08%	0.12%	0.18%	0.00%	-1.75%
5	1992	1,992.33	6/30/1992	139.700	2,658,045.79	18,629.59	20,365.65	3,835,202.22	337.55	19.7803	0.78%	2.39%	0.10%	6.22%	0.00%	0.17%
6	1992	1,992.42	7/31/1992	140.100	2,605,386.69	18,994.01	20,427.26	3,662,597.62	343.40	19.3092	-2.26%	1.67%	0.02%	-4.77%	0.00%	1.44%
7	1992	1,992.50	8/31/1992	140.500	2,711,826.00	19,679.84	20,489.56	3,577,608.71	357.95	20.0538	3.79%	3.32%	0.02%	-2.60%	0.00%	3.94%
8	1992	1,992.58	9/30/1992	140.800	2,656,323.12	19,930.43	20,544.37	3,788,017.44	340.50	19.5381	-2.26%	1.06%	0.05%	5.66%	0.00%	-5.08%
9	1992	1,992.67	10/31/1992	141.100	2,687,539.04	20,398.91	20,597.95	3,704,836.50	349.00	19.6767	0.96%	2.13%	0.05%	-2.40%	0.00%	2.28%
10	1992	1,992.75	11/30/1992	141.700	2,723,917.52	19,892.24	20,647.90	3,522,680.89	338.80	19.8516	0.92%	-2.90%	-0.18%	-5.32%	0.00%	-3.33%
11	1992	1,992.83	12/31/1992	142.100	2,788,651.73	19,794.80	20,697.12	3,548,255.19	333.70	20.2328	2.09%	-0.77%	-0.04%	0.44%	0.00%	-1.78%
12	1992	1,992.92	1/31/1993	142.300	2,822,875.50	20,263.33	20,751.10	3,570,322.39	332.90	20.4519	1.08%	2.22%	0.12%	0.48%	0.00%	-0.38%
1	1993	1,993.00	2/28/1993	142.800	2,871,296.27	20,829.03	20,806.78	3,569,027.94	330.75	20.6638	1.36%	2.43%	-0.08%	-0.39%	0.00%	-0.99%
2	1993	1,993.08	3/31/1993	143.100	2,876,951.02	21,499.67	20,858.80	3,682,248.68	328.75	20.5598	-0.01%	3.00%	0.04%	2.96%	0.00%	-0.81%
3	1993	1,993.17	4/30/1993	143.300	2,946,147.77	21,607.71	20,909.73	3,996,154.38	336.90	20.9252	2.26%	0.36%	0.10%	8.37%	0.00%	2.34%
4	1993	1,993.25	5/31/1993	143.800	2,874,938.50	21,684.39	20,961.13	4,367,820.55	353.45	20.3239	-2.76%	0.01%	-0.10%	8.92%	0.00%	4.55%
5	1993	1,993.33	6/30/1993	144.200	2,976,122.28	21,618.42	21,011.26	4,462,942.63	381.00	20.9130	3.23%	-0.58%	-0.04%	1.89%	0.00%	7.50%
6	1993	1,993.42	7/31/1993	144.300	2,960,486.97	22,312.71	21,063.09	4,395,851.22	379.00	20.7220	-0.59%	3.14%	0.18%	-1.57%	0.00%	-0.59%
7	1993	1,993.50	8/31/1993	144.500	2,962,745.59	22,370.96	21,116.98	4,545,288.21	403.70	20.6961	-0.06%	0.12%	0.12%	3.26%	0.00%	6.37%
8	1993	1,993.58	9/30/1993	144.800	3,060,456.68	23,121.11	21,170.48	4,780,587.33	370.60	21.2444	3.08%	3.14%	0.05%	4.96%	0.00%	-8.39%
9	1993	1,993.67	10/31/1993	145.000	3,036,990.05	23,312.59	21,223.75	4,669,600.53	352.65	20.9793	-0.90%	0.69%	0.11%	-2.46%	0.00%	-4.97%
10	1993	1,993.75	11/30/1993	145.600	3,108,943.08	23,365.33	21,275.93	4,826,328.57	369.10	21.3458	1.95%	-0.19%	-0.17%	2.93%	0.00%	4.23%
11	1993	1,993.83	12/31/1993	146.000	3,070,262.24	22,786.00	21,329.47	4,417,447.51	370.80	20.9879	-1.51%	-2.75%	-0.02%	-8.72%	0.00%	0.19%
12	1993	1,993.92	1/31/1994	146.300	3,107,384.47	22,896.71	21,384.58	4,734,708.84	390.65	21.1874	1.00%	0.28%	0.05%	6.96%	0.00%	5.14%
1	1994	1,994.00	2/28/1994	146.300	3,213,025.33	23,229.97	21,439.11	5,129,116.66	378.20	21.8022	3.40%	1.46%	0.26%	8.33%	0.00%	-3.19%
2	1994	1,994.08	3/31/1994	146.700	3,125,819.81	22,579.34	21,492.35	5,106,890.90	380.75	21.0636	-2.98%	-3.07%	-0.03%	-0.70%	0.00%	0.40%
3	1994	1,994.17	4/30/1994	147.100	2,989,542.72	21,691.61	21,550.55	4,888,192.47	389.70	20.0231	-4.62%	-4.19%	0.00%	-4.54%	0.00%	2.07%
4	1994	1,994.25	5/31/1994	147.200	3,043,044.01	21,361.22	21,613.41	5,087,057.63	376.45	20.3149	1.72%	-1.59%	0.22%	4.00%	0.00%	-3.47%
5	1994	1,994.33	6/30/1994	147.500	3,077,568.56	21,317.27	21,679.69	5,061,440.74	386.25	20.4473	0.93%	-0.41%	0.10%	-0.71%	0.00%	2.39%
6	1994	1,994.42	7/31/1994	147.900	3,002,131.90	21,184.25	21,754.49	5,120,874.29	385.40	19.8197	-2.72%	-0.89%	0.07%	0.90%	0.00%	-0.49%
7	1994	1,994.50	8/31/1994	148.400	3,120,154.13	21,653.64	21,829.54	5,178,272.69	384.05	20.4952	3.58%	1.87%	0.01%	0.78%	0.00%	-0.69%
8	1994	1,994.58	9/30/1994	149.000	3,227,840.32	21,672.61	21,908.31	5,308,628.94	386.25	21.0332	3.03%	-0.32%	-0.04%	2.10%	0.00%	0.17%
9	1994	1,994.67	10/31/1994	149.300	3,148,909.09	21,140.91	21,990.10	5,154,844.77	395.35	20.3883	-2.64%	-2.65%	0.17%	-3.09%	0.00%	2.15%
10	1994	1,994.75	11/30/1994	149.400	3,219,653.52	20,989.13	22,074.76	5,318,317.21	387.40	20.7713	2.18%	-0.78%	0.32%	3.10%	0.00%	-2.08%
11	1994	1,994.83	12/31/1994	149.800	3,102,375.05	20,976.19	22,165.82	5,061,040.81	383.35	19.8886	-3.90%	-0.33%	0.14%	-5.09%	0.00%	-1.31%
12	1994	1,994.92	1/31/1995	150.100	3,147,410.64	21,219.69	22,263.53	5,096,532.92	382.50	20.0830	1.25%	0.96%	0.24%	0.50%	0.00%	-0.42%
1	1995	1,995.00	2/28/1995	150.500	3,230,066.12	21,726.59	22,367.43	4,896,605.22	375.85	20.4438	2.35%	2.12%	0.20%	-4.18%	0.00%	-2.00%
2	1995	1,995.08	3/31/1995	150.900	3,355,947.01	22,467.68	22,473.86	4,894,480.14	375.70	21.0387	3.62%	3.14%	0.21%	-0.31%	0.00%	-0.30%
3	1995	1,995.17	4/30/1995	151.200	3,454,970.62	22,635.40	22,581.92	5,197,687.10	386.55	21.4770	2.75%	0.55%	0.28%	5.98%	0.00%	2.68%
4	1995	1,995.25	5/31/1995	151.800	3,554,459.07	22,985.43	22,689.75	5,390,801.77	389.50	21.9133	2.47%	1.15%	0.08%	3.31%	0.00%	0.36%
5	1995	1,995.33	6/30/1995	152.100	3,698,862.80	24,450.82	22,796.58	5,338,138.65	384.25	22.6018	3.86%	6.17%	0.27%	-1.17%	0.00%	-1.54%
6	1995	1,995.42	7/31/1995	152.400	3,784,777.69	24,741.68	22,904.30	5,252,877.59	387.60	22.9458	2.12%	0.99%	0.27%	-1.79%	0.00%	0.67%
7	1995	1,995.50	8/31/1995	152.600	3,910,292.17	24,437.12	23,008.70	5,572,394.16	383.35	23.5731	3.18%	-1.36%	0.32%	5.94%	0.00%	-1.23%
8	1995	1,995.58	9/30/1995	152.900	3,920,119.61	24,875.55	23,112.62	5,369,134.49	381.65	23.3994	0.05%	1.59%	0.25%	-3.84%	0.00%	-0.64%
9	1995	1,995.67	10/31/1995	153.100	4,066,858.52	25,208.05	23,216.63	5,470,539.51	383.75	24.0681	3.61%	1.20%	0.32%	1.76%	0.00%	0.42%
10	1995	1,995.75	11/30/1995	153.500	4,070,954.65	25,599.46	23,318.78	5,328,687.02	382.40	23.8685	-0.16%	1.29%	0.18%	-2.85%	0.00%	-0.61%
11	1995	1,995.83	12/31/1995	153.700	4,249,664.17	26,245.18	23,421.39	5,480,284.58	387.85	24.7499	4.25%	2.39%	0.31%	2.71%	0.00%	1.29%
12	1995	1,995.92	1/31/1996	153.900	4,365,285.60	26,724.77	23,526.00	5,696,131.43	386.70	25.2782	2.59%	1.70%	0.32%	3.80%	0.00%	-0.43%
1	1996	1,996.00	2/29/1996	154.700	4,478,949.18	26,809.28	23,626.77	5,730,927.80	403.20	25.6330	2.07%	-0.20%	-0.09%	0.09%	0.00%	3.73%
2	1996	1,996.08	3/31/1996	155.000	4,520,473.80	25,902.05	23,725.22	5,749,071.43	400.35	25.6117	0.73%	-3.57%	0.22%	0.12%	0.00%	-0.90%
3	1996	1,996.17	4/30/1996	155.500	4,622,220.87	25,637.00	23,820.71	5,872,302.27	396.70	25.8937	1.92%	-1.34%	0.08%	1.82%	0.00%	-1.23%
4	1996	1,996.25	5/31/1996	156.100	4,631,277.21	25,178.30	23,919.17	6,047,233.09	390.15	25.6992	-0.19%	-2.17%	0.03%	2.58%	0.00%	-2.03%
5	1996	1,996.33	6/30/1996	156.400	4,750,715.85	24,971.49	24,017.84	5,945,430.51	390.55	26.1221	2.38%	-1.01%	0.22%	-1.87%	0.00%	-0.09%
6	1996	1,996.42	7/31/1996	156.700	4,806,924.20	25,333.46	24,118.31	5,972,715.75	381.30	26.2533	0.99%	1.26%	0.23%	0.27%	0.00%	-2.56%
7	1996	1,996.50	8/31/1996	157.000	4,558,148.38	25,346.53	24,220.61	5,799,377.55	385.50	24.6994	-5.36%	-0.14%	0.23%	-3.09%	0.00%	0.91%
8	1996	1,996.58	9/30/1996	157.200	4,673,802.62	25,196.70	24,324.56	5,822,919.06	387.25	25.1073	2.41%	-0.72%	0.30%	0.28%	0.00%	0.33%
9	1996	1,996.67	10/31/1996	157.700	4,916,267.44	25,787.20	24,426.93	5,982,146.08	379.30	26.1531	4.85%	2.02%	0.10%	2.41%	0.00%	-2.36%
10	1996	1,996.75	11/30/1996	158.200	5,051,860.93	26,601.06	24,530.54	5,943,733.76	379.30	26.6273	2.43%	2.83%	0.11%	-0.96%	0.00%	-0.32%
11	1996	1,996.83	12/31/1996	158.700	5,430,515.34	27,356.63	24,632.54	6,190,313.78	371.90	28.3689	7.16%	2.52%	0.10%	3.82%	0.00%	-2.26%
12	1996	1,996.92	1/31/1997	159.100	5,326,050.27	26,759.82	24,735.79	6,105,978.01	369.55	27.6303	-2.17%	-2.43%	0.17%	-1.61%	0.00%	-0.88%
1	1997	1,997.00	2/28/1997	159.400	5,658,794.09	26,707.77	24,837.01	5,917,144.25	345.00	29.0702	6.05%	-0.38%	0.22%	-3.27%	0.00%	-6.82%
2	1997	1,997.08	3/31/1997	159.700	5,703,146.08	26,794.50	24,941.11	6,008,288.32	360.60	28.9882	0.59%	0.14%	0.23%	1.35%	0.00%	4.33%
3	1997	1,997.17	4/30/1997	159.800	5,468,911.80	26,246.34	25,045.24	6,015,868.08	349.50	27.5284	-4.17%	-2.11%	0.35%	0.06%	0.00%	-3.14%
4	1997	1,997.25	5/31/1997	159.900	5,795,295.40	26,782.99	25,152.52	6,054,299.33	340.45	28.9360	5.90%	1.98%	0.37%	0.58%	0.00%	-2.65%
5	1997	1,997.33	6/30/1997	159.900	6,134,290.05	27,030.95	25,260.68	6,455,042.15	345.75	30.4051	5.85%	0.93%	0.43%	6.62%	0.00%	1.56%
6	1997	1,997.42	7/31/1997	160.200	6,423,578.76	27,499.50	25,366.98	6,801,257.08	334.05	31.5722	4.52%	1.54%	0.23%	5.17%	0.00%	-3.56%
7	1997	1,997.50	8/31/1997	160.400	6,934,687.57	28,658.41	25,471.20	6,927,663.71	326.00	33.7936	7.82%	4.08%	0.29%	1.73%	0.00%	-2.53%
8	1997	1,997.58	9/30/1997	160.800	6,750,908.46	28,134.31	25,578.39	6,418,901.63	325.40	32.5982	-2.89%	-2.07%	0.17%	-7.57%	0.00%	-0.43%
9	1997	1,997.67	10/31/1997	161.200	6,904,707.59	28,742.42	25,687.95	6,780,690.21	328.75	33.0243	2.02%	1.91%	0.18%	5.37%	0.00%	0.78%
10	1997	1,997.75	11/30/1997	161.500	6,674,110.07	29,490.40	25,793.91	6,270,697.57	310.40	31.6375	-3.52%	2.41%	0.23%	-7.69%	0.00%	-5.76%
11	1997	1,997.83	12/31/1997	161.700	7,124,859.70	29,590.24	25,900.74	6,202,030.10	296.90	33.5713	6.62%	0.21%	0.29%	-1.22%	0.00%	-4.47%
12	1997	1,997.92	1/31/1998	161.800	7,102,995.43	29,977.17	26,011.68	6,262,528.56	289.20	33.3074	-0.37%	1.25%	0.37%	0.91%	0.00%	-2.65%
1	1998	1,998.00	2/28/1998	162.000	7,335,386.72	30,615.47	26,123.53	6,530,955.70	301.80	34.1531	3.14%	2.00%	0.31%	4.16%	0.00%	4.23%
2	1998	1,998.08	3/31/1998	162.000	7,687,665.10	30,552.04	26,233.25	6,957,802.90	296.55	35.5220	4.80%	-0.21%	0.42%	6.54%	0.00%	-1.74%
3	1998	1,998.17	4/30/1998	162.000	8,093,811.18	30,581.71	26,344.53	7,187,924.22	299.90	37.1369	5.28%	0.10%	0.42%	3.31%	0.00%	1.13%
4	1998	1,998.25	5/31/1998	162.200	8,175,241.65	30,703.49	26,454.95	7,245,412.54	310.70	37.2619	0.88%	0.27%	0.30%	0.68%	0.00%	3.47%
5	1998	1,998.33	6/30/1998	162.600	8,036,180.94	31,124.23	26,564.08	7,209,404.54	292.40	36.3751	-1.94%	1.12%	0.17%	-0.74%	0.00%	-6.12%
6	1998	1,998.42	7/31/1998	162.800	8,361,087.96	31,548.20	26,674.76	7,249,329.03	295.75	37.6473	3.92%	1.24%	0.29%	0.43%	0.00%	1.02%
7	1998	1,998.50	8/31/1998	163.200	8,272,055.86	31,550.31	26,785.46	7,298,359.63	289.40	37.0717	-1.31%	-0.24%	0.17%	0.43%	0.00%	-2.39%
8	1998	1,998.58	9/30/1998	163.400	7,076,105.33	32,775.92	26,896.18	6,367,928.16	273.40	31.5554	-14.56%	3.76%	0.29%	-12.86%	0.00%	-5.64%
9	1998	1,998.67	10/31/1998	163.500	7,529,403.43	34,459.55	27,006.00	6,187,755.64	294.10	33.4144	6.34%	5.07%	0.35%	-2.89%	0.00%	7.51%
10	1998	1,998.75	11/30/1998	163.900	8,237,706.31	34,068.67	27,109.75	6,833,774.56	293.10	36.3615	9.14%	-1.38%	0.14%	10.17%	0.00%	-0.58%
11	1998	1,998.83	12/31/1998	164.100	8,635,321.06	33,943.82	27,199.21	7,181,733.57	295.75	37.9963	4.70%	-0.49%	0.21%	4.96%	0.00%	0.78%
12	1998	1,998.92	1/31/1999	164.400	9,132,932.86	34,309.63	27,299.17	7,459,063.32	287.45	40.0984	5.57%	0.89%	0.18%	3.67%	0.00%	-2.98%
1	1999	1,999.00	2/28/1999	164.700	9,465,463.39	34,416.63	27,399.04	7,462,227.27	285.65	41.3643	3.45%	0.13%	0.18%	-0.14%	0.00%	-0.81%
2	1999	1,999.08	3/31/1999	164.700	9,203,228.85	32,957.25	27,498.13	7,276,254.57	286.80	40.0625	-2.77%	-4.24%	0.36%	-2.49%	0.00%	0.40%
3	1999	1,999.17	4/30/1999	164.800	9,587,970.03	33,201.37	27,599.88	7,581,614.99	279.80	41.5081	4.12%	0.68%	0.31%	4.13%	0.00%	-2.50%
4	1999	1,999.25	5/31/1999	165.900	9,959,268.91	33,074.51	27,702.00	7,908,510.17	285.85	42.7180	3.18%	-1.04%	-0.30%	3.62%	0.00%	1.48%
5	1999	1,999.33	6/30/1999	166.000	9,667,765.33	32,538.88	27,801.03	7,510,786.96	271.05	41.3487	-2.99%	-1.68%	0.30%	-5.09%	0.00%	-5.23%
6	1999	1,999.42	7/31/1999	166.000	10,263,755.42	32,283.53	27,905.28	7,806,189.34	261.20	43.7805	6.16%	-0.78%	0.37%	3.93%	0.00%	-3.63%
7	1999	1,999.50	8/31/1999	166.700	9,938,290.58	32,177.77	28,011.56	8,032,727.84	256.75	42.1479	-3.58%	-0.75%	-0.04%	2.47%	0.00%	-2.12%
8	1999	1,999.58	9/30/1999	167.100	9,894,080.78	32,193.98	28,117.77	8,057,398.14	254.60	41.7071	-0.68%	-0.19%	0.14%	0.07%	0.00%	-1.07%
9	1999	1,999.67	10/31/1999	167.800	9,622,844.59	32,545.58	28,228.36	8,146,230.18	303.75	40.2118	-3.15%	0.67%	-0.03%	0.68%	0.00%	18.81%
10	1999	1,999.75	11/30/1999	168.100	10,165,743.54	32,417.96	28,338.45	8,462,791.05	298.85	42.2408	5.45%	-0.57%	0.21%	3.70%	0.00%	-1.79%
11	1999	1,999.83	12/31/1999	168.400	10,439,779.76	32,200.08	28,453.22	8,760,519.65	292.00	43.1434	2.51%	-0.85%	0.23%	3.33%	0.00%	-2.47%
12	1999	1,999.92	1/31/2000	168.800	11,054,642.69	31,733.08	28,573.44	9,567,803.11	290.85	45.4530	5.64%	-1.68%	0.18%	8.96%	0.00%	-0.63%
1	2000	2,000.00	2/29/2000	169.300	10,499,231.11	31,373.91	28,697.26	8,988,179.85	283.05	42.8167	-5.30%	-1.42%	0.14%	-6.34%	0.00%	-2.97%
2	2000	2,000.08	3/31/2000	170.000	10,300,483.90	32,151.55	28,824.48	9,244,717.92	294.00	41.5037	-2.30%	2.06%	0.03%	2.43%	0.00%	3.44%
3	2000	2,000.17	4/30/2000	171.000	11,308,116.21	33,260.35	28,957.80	9,625,958.77	275.90	44.9101	9.14%	2.84%	-0.12%	3.51%	0.00%	-6.71%
4	2000	2,000.25	5/31/2000	170.900	11,087,422.69	32,940.46	29,095.10	9,128,423.16	275.85	43.7338	-1.89%	-0.90%	0.53%	-5.11%	0.00%	0.04%
5	2000	2,000.33	6/30/2000	171.200	10,742,920.95	32,966.35	29,232.34	8,909,050.29	272.25	42.0288	-3.28%	-0.10%	0.30%	-2.57%	0.00%	-1.48%
6	2000	2,000.42	7/31/2000	172.200	11,007,769.58	33,777.15	29,373.38	9,296,190.71	289.15	42.5666	1.87%	1.86%	-0.10%	3.74%	0.00%	5.59%
7	2000	2,000.50	8/31/2000	172.700	10,835,671.84	33,921.94	29,512.66	8,942,658.70	277.40	41.5340	-1.85%	0.14%	0.18%	-4.08%	0.00%	-4.34%
8	2000	2,000.58	9/30/2000	172.700	11,508,722.82	34,880.69	29,659.24	9,061,284.42	274.95	43.7994	6.21%	2.83%	0.50%	1.33%	0.00%	-0.88%
9	2000	2,000.67	10/31/2000	173.600	10,899,016.98	34,866.48	29,809.76	8,593,641.88	274.10	40.9899	-5.79%	-0.56%	-0.01%	-5.65%	0.00%	-0.83%
10	2000	2,000.75	11/30/2000	173.900	10,855,053.27	35,112.71	29,958.81	8,361,156.48	263.80	40.4816	-0.58%	0.53%	0.33%	-2.87%	0.00%	-3.92%
11	2000	2,000.83	12/31/2000	174.200	9,999,245.85	36,047.50	30,111.35	8,026,070.99	267.00	37.0066	-8.04%	2.49%	0.34%	-4.17%	0.00%	1.04%
12	2000	2,000.92	1/31/2001	174.600	9,766,515.50	37,196.41	30,266.17	8,308,957.19	272.65	35.9395	-2.55%	2.95%	0.28%	3.29%	0.00%	1.88%
1	2001	2,001.00	2/28/2001	175.600	10,404,686.46	37,160.32	30,411.70	8,324,672.82	266.20	37.8200	5.93%	-0.67%	-0.09%	-0.38%	0.00%	-2.92%
2	2001	2,001.08	3/31/2001	176.000	9,455,969.55	38,105.53	30,542.22	7,666,045.42	265.00	34.0286	-9.32%	2.31%	0.20%	-8.12%	0.00%	-0.68%
3	2001	2,001.17	4/30/2001	176.100	8,746,556.50	38,232.23	30,666.42	7,149,708.31	259.05	31.2360	-7.55%	0.28%	0.35%	-6.79%	0.00%	-2.30%
4	2001	2,001.25	5/31/2001	176.400	9,545,204.00	37,168.66	30,779.38	7,651,574.54	263.45	33.7861	8.95%	-2.95%	0.20%	6.84%	0.00%	1.53%
5	2001	2,001.33	6/30/2001	177.300	9,609,156.18	37,106.24	30,878.64	7,405,635.83	266.10	33.6844	0.16%	-0.67%	-0.19%	-3.71%	0.00%	0.49%
6	2001	2,001.42	7/31/2001	177.700	9,469,400.93	37,302.70	30,971.79	7,106,444.76	269.90	33.0154	-1.68%	0.30%	0.08%	-4.26%	0.00%	1.20%
7	2001	2,001.50	8/31/2001	177.400	9,282,991.33	38,492.07	31,061.87	6,982,246.03	265.55	32.3441	-1.80%	3.36%	0.46%	-1.58%	0.00%	-1.45%
8	2001	2,001.58	9/30/2001	177.400	8,701,859.98	39,316.54	31,152.72	6,797,361.89	275.35	30.2073	-6.26%	2.14%	0.29%	-2.65%	0.00%	3.69%
9	2001	2,001.67	10/31/2001	178.100	7,980,803.85	40,247.42	31,239.95	6,112,942.49	290.85	27.5061	-8.65%	1.97%	-0.11%	-10.42%	0.00%	5.21%
10	2001	2,001.75	11/30/2001	177.600	8,151,698.45	41,356.03	31,308.68	6,262,504.89	280.95	28.1312	2.43%	3.04%	0.50%	2.74%	0.00%	-3.13%
11	2001	2,001.83	12/31/2001	177.500	8,776,984.92	39,984.68	31,365.04	6,509,141.71	274.70	30.2646	7.73%	-3.26%	0.24%	4.00%	0.00%	-2.17%
12	2001	2,001.92	1/31/2002	177.400	8,853,876.28	39,255.06	31,413.91	6,551,162.87	276.50	30.5839	0.93%	-1.77%	0.21%	0.70%	0.00%	0.71%
1	2002	2,002.00	2/28/2002	177.700	8,724,670.35	39,420.91	31,458.15	6,218,498.27	281.50	30.0114	-1.63%	0.25%	-0.03%	-5.24%	0.00%	1.64%
2	2002	2,002.08	3/31/2002	178.000	8,556,411.71	40,172.01	31,501.41	6,256,799.37	296.55	29.2458	-2.09%	1.73%	-0.03%	0.45%	0.00%	5.17%
3	2002	2,002.17	4/30/2002	178.500	8,871,633.48	38,694.24	31,546.56	6,592,530.90	303.00	30.1018	3.39%	-3.95%	-0.14%	5.07%	0.00%	1.89%
4	2002	2,002.25	5/31/2002	179.300	8,339,945.57	39,805.19	31,593.62	6,635,363.76	309.35	28.0926	-6.41%	2.41%	-0.30%	0.20%	0.00%	1.64%
5	2002	2,002.33	6/30/2002	179.500	8,278,503.58	40,067.14	31,638.64	6,728,102.82	327.25	27.8125	-0.85%	0.55%	0.03%	1.28%	0.00%	5.67%
6	2002	2,002.42	7/31/2002	179.600	7,524,383.07	40,925.56	31,684.25	6,456,980.28	319.05	25.2070	-9.16%	2.09%	0.09%	-4.08%	0.00%	-2.56%
